As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance,Balance Difference,Match Status
08-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,89050,89050,0,Match
08-07-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,74519,53441,21078,Break
09-07-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,20821,78662,-57841,Break
09-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,59322,59322,0,Match
09-07-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94190,67885,26305,Break
12-07-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2652,2652,0,Match
13-07-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,31304,25230,6074,Break
13-07-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58706,97438,-38732,Break
13-07-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,13183,13183,0,Match
13-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,89286,38294,50992,Break
13-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,90132,90132,0,Match
15-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,48556,48556,0,Match
15-07-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,33833,10259,23574,Break
16-07-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,68511,5190,63321,Break
16-07-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,56814,56814,0,Match
16-07-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,505,505,0,Match
16-07-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,5531,5531,0,Match
17-07-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,16009,16009,0,Match
17-07-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,49465,49465,0,Match
18-07-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1753,1753,0,Match
18-07-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,24007,71690,-47683,Break
19-07-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,58663,58663,0,Match
20-07-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,83600,46193,37407,Break
20-07-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,53235,53235,0,Match
21-07-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,88293,69221,19072,Break
21-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72984,72984,0,Match
22-07-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,83323,72867,10456,Break
22-07-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,52609,52609,0,Match
24-07-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,94086,39816,54270,Break
24-07-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,72623,72623,0,Match
24-07-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,91042,91042,0,Match
25-07-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,80650,80650,0,Match
25-07-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,23486,23486,0,Match
25-07-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,75923,75923,0,Match
26-07-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,40959,40959,0,Match
26-07-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,54825,54825,0,Match
27-07-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,98294,55098,43196,Break
27-07-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,54914,54914,0,Match
27-07-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,58477,58477,0,Match
27-07-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,91189,91189,0,Match
28-07-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,76212,99792,-23580,Break
28-07-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,54388,54388,0,Match
28-07-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,63878,30255,33623,Break
31-07-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,82090,82090,0,Match
31-07-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,10497,10497,0,Match
31-07-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,72366,72366,0,Match
01-08-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,29579,22934,6645,Break
01-08-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,45304,45304,0,Match
02-08-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98758,98758,0,Match
03-08-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2941,20764,-17823,Break
03-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,70545,1415,69130,Break
03-08-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,75536,75536,0,Match
04-08-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,43563,79806,-36243,Break
04-08-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,71122,71122,0,Match
05-08-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,36476,36476,0,Match
05-08-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,11598,11598,0,Match
05-08-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,74088,74088,0,Match
05-08-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,35103,40485,-5382,Break
06-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,48808,48808,0,Match
06-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,82196,82196,0,Match
07-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,55455,55455,0,Match
08-08-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,77658,16913,60745,Break
09-08-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,2140,2140,0,Match
09-08-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,32362,32362,0,Match
09-08-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,3399,3399,0,Match
12-08-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97600,97600,0,Match
12-08-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,97337,97337,0,Match
13-08-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,9130,37499,-28369,Break
13-08-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,27781,6999,20782,Break
13-08-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,66875,66875,0,Match
14-08-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,6414,6414,0,Match
15-08-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,24730,31610,-6880,Break
15-08-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,6563,6563,0,Match
15-08-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,60301,93571,-33270,Break
17-08-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1756,7501,-5745,Break
17-08-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35580,35580,0,Match
17-08-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,99046,99046,0,Match
17-08-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,11285,11285,0,Match
18-08-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,50133,4306,45827,Break
18-08-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2361,2361,0,Match
18-08-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,87483,85126,2357,Break
19-08-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98505,31553,66952,Break
19-08-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,4080,4080,0,Match
19-08-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59615,59615,0,Match
20-08-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,93687,45486,48201,Break
20-08-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,77207,77207,0,Match
20-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,68305,68305,0,Match
20-08-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59434,83381,-23947,Break
20-08-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,49991,53235,-3244,Break
21-08-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94314,94314,0,Match
22-08-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,28979,28979,0,Match
23-08-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,10738,10738,0,Match
23-08-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71690,77523,-5833,Break
24-08-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73936,73936,0,Match
25-08-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,96106,96106,0,Match
25-08-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,71881,48327,23554,Break
26-08-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,6698,85722,-79024,Break
26-08-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,85273,85273,0,Match
26-08-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,65572,68597,-3025,Break
26-08-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,96305,96305,0,Match
26-08-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,54470,54470,0,Match
27-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,31048,31048,0,Match
28-08-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,8488,58529,-50041,Break
28-08-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,24231,23662,569,Break
29-08-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,68863,68863,0,Match
30-08-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,73808,47308,26500,Break
30-08-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,28876,10114,18762,Break
30-08-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,55766,55766,0,Match
30-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,35341,44067,-8726,Break
30-08-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,40320,40320,0,Match
31-08-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81292,81292,0,Match
31-08-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,74472,74472,0,Match
01-09-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,99711,33999,65712,Break
01-09-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,70307,70307,0,Match
01-09-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,64292,64292,0,Match
02-09-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,99104,99104,0,Match
03-09-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,39328,29529,9799,Break
03-09-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95254,95254,0,Match
03-09-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2454,2454,0,Match
03-09-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,43256,43256,0,Match
03-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,51049,81696,-30647,Break
04-09-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,7293,7293,0,Match
04-09-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,44415,44415,0,Match
05-09-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50433,50433,0,Match
06-09-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2921,14522,-11601,Break
07-09-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,56473,87975,-31502,Break
07-09-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,74723,74723,0,Match
07-09-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72063,72063,0,Match
08-09-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,89180,89180,0,Match
08-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9570,9570,0,Match
08-09-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,51970,51970,0,Match
09-09-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,90594,893,89701,Break
09-09-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,41605,41605,0,Match
10-09-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,64523,64523,0,Match
10-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,74439,74439,0,Match
10-09-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,96383,96383,0,Match
11-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,41741,41741,0,Match
11-09-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,55089,55089,0,Match
12-09-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,57506,57506,0,Match
12-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,63029,63029,0,Match
12-09-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,58360,58360,0,Match
13-09-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,69795,68495,1300,Break
13-09-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,3668,90248,-86580,Break
13-09-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,21146,88925,-67779,Break
13-09-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,38532,38532,0,Match
13-09-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,89296,45373,43923,Break
14-09-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,65816,8469,57347,Break
14-09-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9674,52197,-42523,Break
14-09-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,75476,75476,0,Match
15-09-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,60104,60104,0,Match
16-09-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,90028,90028,0,Match
16-09-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,85765,85765,0,Match
16-09-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,14987,14342,645,Break
16-09-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,69458,69458,0,Match
17-09-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,2935,2935,0,Match
17-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,99044,99044,0,Match
18-09-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,16442,16442,0,Match
18-09-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,3796,30594,-26798,Break
19-09-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,99690,99690,0,Match
20-09-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,41285,41285,0,Match
21-09-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,44011,62809,-18798,Break
21-09-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,23807,91117,-67310,Break
22-09-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,8384,8384,0,Match
23-09-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,32709,32709,0,Match
23-09-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,93794,93794,0,Match
23-09-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,60205,60205,0,Match
24-09-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9158,9158,0,Match
24-09-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,7726,55061,-47335,Break
24-09-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,8809,26684,-17875,Break
24-09-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,49551,49551,0,Match
25-09-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,38895,38895,0,Match
25-09-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,50683,50683,0,Match
25-09-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,79929,99540,-19611,Break
25-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,68474,68474,0,Match
26-09-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,92126,92126,0,Match
26-09-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,30927,30927,0,Match
27-09-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,71057,71057,0,Match
27-09-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,16685,16685,0,Match
27-09-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,75643,75643,0,Match
28-09-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,75382,75382,0,Match
30-09-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,9380,9380,0,Match
30-09-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,64818,64818,0,Match
01-10-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,74636,74636,0,Match
01-10-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,75667,75667,0,Match
01-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,65496,28031,37465,Break
02-10-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,49687,49687,0,Match
03-10-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,42176,42176,0,Match
03-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,40882,40882,0,Match
04-10-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2061,51141,-49080,Break
04-10-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,33459,33459,0,Match
04-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,38900,38900,0,Match
04-10-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,81319,81319,0,Match
05-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,992,992,0,Match
05-10-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,38932,38932,0,Match
05-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,50098,39465,10633,Break
05-10-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98397,98397,0,Match
06-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,1244,90704,-89460,Break
06-10-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,91524,13887,77637,Break
06-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73025,11056,61969,Break
07-10-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,69548,69548,0,Match
08-10-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,74875,74875,0,Match
08-10-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,26416,26416,0,Match
08-10-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,22915,22915,0,Match
08-10-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,99913,90428,9485,Break
09-10-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,68420,68420,0,Match
10-10-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,13061,13061,0,Match
10-10-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,27667,47539,-19872,Break
11-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,5295,66892,-61597,Break
11-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,8745,99641,-90896,Break
11-10-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,54906,54906,0,Match
11-10-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,31041,31041,0,Match
12-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,94341,94341,0,Match
12-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,25098,25098,0,Match
12-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,22973,93123,-70150,Break
13-10-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,54935,54935,0,Match
13-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,5792,5792,0,Match
15-10-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,17603,95471,-77868,Break
16-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59302,59302,0,Match
16-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,4648,48427,-43779,Break
16-10-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,37782,37782,0,Match
17-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,47894,47894,0,Match
18-10-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,98009,98009,0,Match
18-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,37682,37682,0,Match
18-10-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,27456,27456,0,Match
18-10-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,61969,61969,0,Match
18-10-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,94337,31152,63185,Break
21-10-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,28175,28175,0,Match
21-10-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,68288,68288,0,Match
21-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,19309,19309,0,Match
22-10-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,93286,93286,0,Match
